Daytime_evening_attendance;Previous_qualification_grade;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;International;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_grade;Unemployment_rate;Inflation_rate;GDP;Status;Marital_status_grouped;Application_mode_grouped;Course_grouped;Previous_qualification_grouped;Nationality_grouped;Mothers_qualification_grouped;Fathers_qualification_grouped;Mothers_occupation_grouped;Fathers_occupation_grouped;Application_order_grouped;Age_at_enrollment_grouped;Curricular_units_1st_sem_credited_grouped;Curricular_units_1st_sem_enrolled_grouped;Curricular_units_1st_sem_evaluations_grouped;Curricular_units_1st_sem_approved_grouped;Curricular_units_1st_sem_without_evaluations_grouped;Curricular_units_2nd_sem_credited_grouped;Curricular_units_2nd_sem_enrolled_grouped;Curricular_units_2nd_sem_evaluations_grouped;Curricular_units_2nd_sem_approved_grouped;Curricular_units_2nd_sem_without_evaluations_grouped
1;-0.4472922688106179;-0.45135271826853984;1;0;0;1;0;0;0;0.5270203361058672;0.0;1.4507796153738872;1.132649011331743;-1.7926226566666124;1;2;0;1;1;1;2;2;6;2;0;0;0;1;2;1;0;0;1;2;0;0
1;0.15709486890052646;0.00041484624840820716;1;0;0;1;0;0;0;0.5480308280249278;14.545;1.4507796153738872;1.132649011331743;-1.7926226566666124;0;2;0;2;1;1;2;2;4;0;1;0;0;1;2;1;0;0;1;2;1;0
1;0.30819165332831255;0.6164615251351571;1;0;0;1;0;0;0;0.38859827169794076;12.25;-0.3113121790486066;0.12161458918853636;0.774118642653232;0;2;0;3;1;1;0;2;1;6;0;0;0;1;2;0;1;0;1;2;0;1
1;-0.8250342298800831;-0.47873257066350683;0;0;0;1;0;1;0;-2.0832243070150342;0.0;-0.19883823472376694;-0.45611936632186734;0.8980302915859142;0;2;0;1;1;1;2;2;6;3;1;0;0;0;0;0;0;0;0;0;0;0
1;0.6859336143977778;-0.12279448952894118;1;0;0;1;0;0;0;0.459221773946883;12.857142857142858;0.40102280167537985;1.7825997112809473;-0.7482244728054344;0;2;0;2;1;1;2;2;3;5;2;0;0;1;1;1;0;0;1;1;1;0
1;-0.598389053238404;-0.848360577995555;1;0;0;1;0;1;0;0.561625852207849;12.285714285714286;-0.19883823472376694;-0.45611936632186734;0.8980302915859142;0;2;0;0;1;1;2;2;0;7;2;0;0;1;2;1;0;0;1;2;1;0
1;-0.522840661024511;-0.2323138991088071;0;0;0;1;0;0;0;0.5461357640479148;14.114285714285714;-0.19883823472376694;-0.45611936632186734;0.8980302915859142;0;2;0;2;1;1;2;2;1;7;0;0;0;1;2;1;0;0;1;2;1;0
1;-1.3538729753773344;-0.7456861315144303;1;0;0;1;0;0;0;0.16613423961377305;13.285714285714286;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;0;2;0;5;1;1;2;2;5;3;1;0;0;1;2;1;0;0;1;2;1;0
1;0.15709486890052646;-0.35552323488615745;1;0;0;1;0;0;0;0.28972536854942177;12.333333333333334;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;0;2;0;0;1;1;2;2;6;8;0;0;0;1;2;1;0;0;1;2;1;0
1;-0.598389053238404;0.18522884991443278;1;0;0;1;1;0;0;0.45451354046362025;13.4;-1.0236471597725936;0.12161458918853636;1.5574172805491155;0;2;1;1;1;1;1;0;3;5;0;0;1;1;2;1;0;0;1;2;0;0
0;0.3837400455422056;0.49325218935780674;1;0;0;1;0;0;0;0.4215559060807803;14.375;0.2885488573505402;-0.5283361107606678;0.7962457228197825;0;2;0;5;1;1;2;2;6;6;0;0;0;1;2;1;0;0;1;2;1;0
0;-0.22064709216893877;0.2810583332968162;0;0;0;1;1;0;0;0.36882369106823704;13.428571428571429;0.8509185789747404;-1.1060700662710716;0.35370411948877484;0;2;0;0;1;1;0;2;1;8;0;2;0;1;2;1;0;0;1;2;1;0
1;-0.22064709216893877;-1.6971360022395192;0;0;1;0;1;0;0;-2.0832243070150342;10.0;-1.0236471597725936;0.12161458918853636;1.5574172805491155;1;2;1;3;1;1;2;2;6;7;0;2;0;1;2;0;0;0;1;2;0;0
1;0.013552923694129249;0.10308929272953384;1;0;0;1;1;0;0;-2.0832243070150342;0.0;-1.5110342518469009;0.9882155224541421;0.14570956592320122;1;2;1;3;1;1;1;2;2;4;0;2;0;1;0;0;0;0;1;0;0;0
1;0.5348368299699917;-0.30076353009622353;0;0;0;1;0;0;0;-0.10576624404465419;12.0;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;1;2;1;0;1;1;2;2;5;7;0;2;0;1;2;0;0;0;1;2;0;1
0;-0.9761310143078692;-0.9168102089829714;1;0;0;1;0;0;0;0.0919795622523838;11.6;-1.5110342518469009;0.9882155224541421;0.14570956592320122;0;1;1;0;1;1;2;2;6;2;0;2;0;1;2;1;0;0;1;0;1;0
1;-0.9761310143078692;-0.49926745995973154;0;0;1;0;0;0;1;0.22381009978374233;12.0;0.2885488573505402;-0.5283361107606678;0.7962457228197825;1;2;1;3;2;0;0;0;1;7;0;0;1;1;1;0;0;1;1;1;0;0
1;-0.522840661024511;-0.42397286587357386;0;0;1;1;0;0;0;0.4380347232722003;0.0;0.40102280167537985;1.7825997112809473;-0.7482244728054344;1;2;0;1;1;1;0;0;3;5;2;0;0;1;2;0;0;0;1;0;0;0
1;0.005998084472740374;-0.4718876075647646;1;0;0;1;0;0;0;0.8434136261811283;15.8;-1.0236471597725936;0.12161458918853636;1.5574172805491155;0;2;0;0;1;1;0;2;3;7;1;0;0;1;0;1;0;0;1;0;1;0
1;-2.260453681944051;-1.8271903011156108;1;1;0;1;0;0;0;0.6709792830901112;14.342857142857142;-0.19883823472376694;-0.45611936632186734;0.8980302915859142;0;2;0;2;1;1;2;0;3;5;2;0;0;1;2;1;0;0;1;2;1;0
1;-0.9761310143078692;-0.40343797657734815;0;0;0;0;0;0;0;0.4874711748464598;13.8;0.2885488573505402;-0.5283361107606678;0.7962457228197825;1;2;0;1;1;1;2;2;4;6;0;0;0;1;2;0;0;0;1;2;1;0
0;0.013552923694129249;-1.2042986591301206;0;0;0;1;0;0;0;-2.0832243070150342;0.0;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;1;2;1;0;1;1;2;2;6;8;0;1;0;1;0;0;0;0;1;0;0;0
1;-0.22064709216893877;0.020949735544632943;1;0;0;1;0;0;0;0.22381009978374233;13.2;-0.19883823472376694;-0.45611936632186734;0.8980302915859142;0;2;0;5;1;1;2;2;6;8;1;0;0;1;2;1;0;0;1;2;1;0
1;-0.06955030774115267;0.3495079642842326;1;0;0;1;0;1;0;0.5896398414332625;13.771428571428572;-0.19883823472376694;-0.45611936632186734;0.8980302915859142;0;2;0;2;1;1;2;2;5;7;2;0;0;1;2;1;0;0;1;2;1;0
0;-0.22064709216893877;0.41795759527164905;0;0;0;1;0;1;0;0.19085246540090278;13.285714285714286;0.2885488573505402;-0.5283361107606678;0.7962457228197825;0;2;1;5;2;1;2;2;6;8;0;0;1;1;2;1;0;1;1;2;1;0
1;0.4592884377560986;-0.08172471093649171;0;0;0;1;0;1;0;0.3556406373151012;12.833333333333334;0.40102280167537985;1.7825997112809473;-0.7482244728054344;0;2;0;5;1;1;2;2;6;8;0;0;0;1;2;1;0;0;1;2;1;0
1;-0.22064709216893877;-0.9441900613779384;0;0;0;1;0;1;0;0.6193017123778183;14.166666666666666;0.2885488573505402;-0.5283361107606678;0.7962457228197825;0;2;1;0;1;1;2;2;6;7;0;0;0;1;2;1;0;0;1;2;1;0
1;2.574643419745104;2.190803037845735;0;0;0;1;0;0;0;0.8264639856413819;15.8;-1.5110342518469009;0.9882155224541421;0.14570956592320122;0;2;0;3;1;1;2;2;2;4;1;0;0;1;2;1;0;0;1;0;1;0
0;-0.22064709216893877;-0.49926745995973154;0;0;0;1;0;0;0;0.012881239733568528;11.0;-0.8361905858978602;-1.4671537884650738;-1.3766335495354654;1;2;1;0;1;1;2;2;6;8;0;1;0;1;1;1;0;0;1;2;1;0
1;-0.22064709216893877;0.12362418202575759;1;0;0;1;0;0;0;0.4962598773485503;13.595;1.4507796153738872;1.132649011331743;-1.7926226566666124;0;2;0;2;1;1;2;2;4;6;0;0;0;1;2;1;0;0;1;2;1;0
1;-0.22064709216893877;0.18522884991443278;0;0;0;1;0;0;0;-2.0832243070150342;0.0;0.2885488573505402;-0.5283361107606678;0.7962457228197825;1;0;1;0;0;1;2;0;0;2;0;2;0;1;2;0;0;0;1;2;0;0
1;-0.29619548438283183;1.9170045138960692;1;0;0;1;0;0;0;0.4874711748464598;12.9;0.2885488573505402;-0.5283361107606678;0.7962457228197825;1;2;1;3;0;1;0;0;3;5;0;1;0;1;2;1;0;1;2;1;2;0
1;0.6103852221838847;0.8560352335911146;1;0;0;1;0;0;0;0.8701093100312284;14.935;-0.8361905858978602;-1.4671537884650738;-1.3766335495354654;0;2;0;2;1;1;2;2;5;1;0;0;0;1;2;1;0;0;1;2;1;0
1;-0.598389053238404;-0.848360577995555;0;0;0;1;0;0;0;0.5138372823527314;12.221428571428572;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;0;2;0;2;1;1;2;2;6;8;1;0;0;1;2;1;0;0;1;1;1;0
1;-0.22064709216893877;0.3152831487905244;0;0;0;1;0;1;0;0.28972536854942177;12.0;0.8509185789747404;-1.1060700662710716;0.35370411948877484;0;2;1;5;2;1;2;2;6;8;0;0;1;1;2;1;0;1;1;2;1;0
1;0.013552923694129249;-0.08856967403523296;1;0;0;1;1;0;0;0.26995078791971805;11.0;0.8509185789747404;-1.1060700662710716;0.35370411948877484;1;1;1;2;1;1;2;2;4;6;0;1;1;1;2;1;0;1;1;2;1;0
1;0.4592884377560986;0.06201951413708241;1;0;0;1;1;1;0;-2.0832243070150342;0.0;-0.3113121790486066;0.12161458918853636;0.774118642653232;0;2;0;1;1;1;2;2;4;2;1;0;0;0;0;0;0;0;0;0;0;0
1;-0.22064709216893877;0.18522884991443278;1;0;0;1;1;0;0;0.4027229721477292;12.428571428571429;-1.0236471597725936;0.12161458918853636;1.5574172805491155;0;2;1;3;2;1;2;2;6;8;0;0;0;1;2;1;0;0;1;2;1;0
1;-0.598389053238404;-0.4924224968609903;0;0;1;1;1;0;0;0.13152872351179126;10.75;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;1;2;0;0;1;1;2;2;5;7;1;0;0;1;2;1;0;0;1;2;0;1
1;1.2903207521089222;0.2399885547043667;0;0;0;1;1;0;0;0.28478172339199576;13.75;0.8509185789747404;-1.1060700662710716;0.35370411948877484;0;2;0;2;1;1;2;2;2;0;0;0;0;1;2;1;0;0;1;2;1;0
1;0.6103852221838847;0.5822367096414488;1;0;0;1;1;0;0;-2.0832243070150342;0.0;1.4507796153738872;1.132649011331743;-1.7926226566666124;1;2;0;1;1;1;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0
1;-1.1272277987356554;-1.0673993971552878;1;0;0;1;1;0;0;0.22381009978374233;12.0;0.2885488573505402;-0.5283361107606678;0.7962457228197825;1;2;0;0;1;1;2;2;4;7;2;0;0;1;1;0;0;0;1;1;0;0
1;0.6859336143977778;0.3837327797779408;1;0;0;1;1;0;0;0.3556406373151012;12.333333333333334;-0.3113121790486066;0.12161458918853636;0.774118642653232;0;2;0;1;1;1;2;2;6;8;1;0;0;1;2;1;0;0;1;1;0;0
1;-0.9761310143078692;-0.8072907994031056;1;0;1;1;1;0;0;-0.03985097527897475;10.857142857142858;-0.3113121790486066;0.12161458918853636;0.774118642653232;1;2;0;0;1;1;2;2;0;7;1;0;0;1;2;0;0;0;1;1;0;0
1;-2.033808505302372;-1.4575622937835615;1;0;0;1;1;1;0;-0.006893340896135201;11.0;-0.8361905858978602;-1.4671537884650738;-1.3766335495354654;1;2;0;0;1;1;2;2;5;7;2;0;0;1;2;0;0;0;1;1;0;0
1;-0.9005826220939762;-0.47873257066350683;1;0;1;1;1;1;0;0.6193017123778183;13.333333333333334;-1.0236471597725936;0.12161458918853636;1.5574172805491155;0;2;0;1;1;1;2;2;6;3;2;0;0;1;2;1;0;0;1;2;1;0
1;1.2903207521089222;0.2399885547043667;0;0;0;1;1;1;0;0.8518884464510009;15.055555555555555;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;0;2;0;2;1;1;2;2;6;8;2;0;0;1;2;1;0;0;1;2;1;0
0;-0.9761310143078692;-0.7046163529219809;0;0;0;1;1;0;0;0.28972536854942177;11.666666666666666;-0.3113121790486066;0.12161458918853636;0.774118642653232;0;0;1;5;1;1;2;2;6;7;0;2;0;1;2;1;0;0;1;2;1;0
1;-1.4294213675912275;-1.1700738436364124;1;0;0;1;1;0;0;0.32927452980882926;12.2;-0.3113121790486066;0.12161458918853636;0.774118642653232;1;2;0;4;1;1;2;2;6;8;2;0;0;1;2;1;0;0;1;2;1;0
0;0.5348368299699917;1.9443843662910343;1;0;0;1;1;0;0;-2.0832243070150342;0.0;-0.3113121790486066;0.12161458918853636;0.774118642653232;1;2;1;0;0;1;0;0;3;5;0;2;0;0;0;0;1;0;1;0;0;0
1;2.0458046742478526;3.6350902516802215;0;0;1;1;1;0;0;0.3226830029322613;13.3;0.2885488573505402;-0.5283361107606678;0.7962457228197825;1;2;1;3;0;1;0;0;0;5;0;0;1;2;1;1;0;1;2;1;2;0
0;-0.22064709216893877;-1.1837637698338959;1;0;0;1;0;0;0;0.0919795622523838;11.0;-0.8361905858978602;-1.4671537884650738;-1.3766335495354654;0;0;1;5;1;1;2;2;6;7;0;2;0;1;2;1;0;0;1;1;1;0
1;2.0458046742478526;2.3071674105243423;1;0;0;1;0;1;0;0.5032908393502228;13.08;-0.3113121790486066;0.12161458918853636;0.774118642653232;0;2;1;2;1;1;2;2;6;7;0;0;0;1;2;1;0;0;1;2;1;0
1;-0.9761310143078692;-1.8682600797080602;0;0;0;1;0;1;0;-0.006893340896135201;11.6;-0.8361905858978602;-1.4671537884650738;-1.3766335495354654;0;2;1;0;1;1;2;2;0;6;0;1;0;1;2;0;0;0;1;2;1;0
1;-0.6739374454522971;-0.6635465743295313;1;0;0;1;1;0;0;0.026064293486704346;11.2;-1.5110342518469009;0.9882155224541421;0.14570956592320122;0;2;0;1;1;1;2;2;0;4;0;0;0;1;2;1;1;0;1;2;1;0
1;0.013552923694129249;-1.8135003749181273;0;0;0;1;1;0;0;-2.0832243070150342;0.0;0.8509185789747404;-1.1060700662710716;0.35370411948877484;1;2;1;2;1;1;2;2;0;1;0;0;0;1;1;0;0;0;1;2;0;0
1;0.013552923694129249;-1.526011924770978;1;0;0;0;0;0;1;0.6852169811434977;13.5;-1.0236471597725936;0.12161458918853636;1.5574172805491155;0;2;0;1;1;0;2;2;6;8;1;0;0;1;2;1;0;0;1;2;1;0
1;0.013552923694129249;-1.8682600797080602;0;0;0;1;0;0;1;0.28972536854942177;0.0;-1.0236471597725936;0.12161458918853636;1.5574172805491155;1;2;1;3;1;0;2;2;0;0;0;1;0;1;2;0;1;0;1;2;0;0
1;0.013552923694129249;-0.8072907994031056;0;0;0;1;0;0;0;0.4215559060807803;0.0;-1.5110342518469009;0.9882155224541421;0.14570956592320122;1;0;1;4;1;1;2;1;2;4;0;2;0;1;1;0;0;0;1;1;0;1
0;0.013552923694129249;-0.9099652458842301;0;0;0;1;0;0;0;0.26500714276229204;12.333333333333334;0.40102280167537985;1.7825997112809473;-0.7482244728054344;0;0;1;5;1;1;2;2;6;8;0;2;1;1;1;1;0;0;1;2;1;0
1;0.15709486890052646;-0.16386426812139065;1;0;0;1;0;0;0;0.6193017123778183;13.333333333333334;-1.0236471597725936;0.12161458918853636;1.5574172805491155;0;2;0;1;1;1;2;2;4;6;2;0;0;1;2;1;0;0;1;2;1;0
1;-0.06955030774115267;-0.47873257066350683;1;0;0;1;0;1;0;0.6357805295692383;14.47777777777778;0.2885488573505402;-0.5283361107606678;0.7962457228197825;0;2;0;2;1;1;2;2;5;7;2;0;0;1;2;1;0;0;1;2;1;0
1;-1.3538729753773344;-1.0810893233527712;1;0;1;0;0;0;0;0.2818155362975404;0.0;0.8509185789747404;-1.1060700662710716;0.35370411948877484;1;2;0;2;1;1;0;0;3;5;2;0;0;1;2;0;0;0;1;2;0;0
1;-0.22064709216893877;0.10308929272953384;0;0;0;1;0;0;0;0.46275294905933;13.4;-1.0236471597725936;0.12161458918853636;1.5574172805491155;1;2;1;2;2;1;2;2;6;8;0;0;1;2;1;1;0;1;2;1;1;0
1;0.013552923694129249;-1.1837637698338959;1;0;0;1;0;0;0;-2.0832243070150342;0.0;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;0;2;0;1;1;1;2;2;6;1;2;0;0;0;0;0;0;0;0;0;0;0
0;-0.22064709216893877;-0.9441900613779384;1;0;0;1;0;0;0;-2.0832243070150342;0.0;-0.8361905858978602;-1.4671537884650738;-1.3766335495354654;1;0;1;5;1;1;2;2;5;6;0;2;0;1;0;0;0;0;1;0;0;0
1;0.013552923694129249;2.238717779536926;0;0;0;1;0;0;0;0.8101090693311004;14.23076923076923;1.4507796153738872;1.132649011331743;-1.7926226566666124;0;1;1;3;1;1;2;2;6;7;0;2;1;2;1;2;0;1;2;1;2;1
1;-0.74948583766619;-0.6772365005270139;1;0;0;1;0;0;0;-2.0832243070150342;0.0;-0.19883823472376694;-0.45611936632186734;0.8980302915859142;1;2;0;4;1;1;2;2;6;7;0;0;0;1;0;0;0;0;1;0;0;0
1;-0.22064709216893877;-0.34867827178741523;0;0;1;1;0;0;0;0.4874711748464598;12.272727272727272;-0.19883823472376694;-0.45611936632186734;0.8980302915859142;0;2;1;1;1;1;0;2;3;3;0;0;1;2;1;2;0;1;2;1;2;0
1;-0.8250342298800831;-0.6224767957370809;1;0;0;1;0;0;0;-2.0832243070150342;0.0;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;1;2;0;5;1;1;2;2;0;7;1;0;0;1;0;0;0;0;1;0;0;0
1;-1.5049697598051206;-1.40964755209237;1;0;0;1;0;0;0;0.7247661424029053;13.25;1.4507796153738872;1.132649011331743;-1.7926226566666124;1;2;0;2;1;1;2;2;0;0;0;0;0;1;1;0;0;0;1;1;0;0
1;-1.6560665442329066;-1.3069731056112452;1;0;0;1;0;0;0;0.5402033898590031;12.3;0.2885488573505402;-0.5283361107606678;0.7962457228197825;1;2;0;2;1;1;0;0;0;2;2;0;1;1;2;1;0;0;1;2;1;0
1;0.6859336143977778;0.6027715989376726;1;0;0;1;0;0;0;0.656967580243921;15.0;0.8509185789747404;-1.1060700662710716;0.35370411948877484;0;2;0;5;1;1;2;2;5;7;0;0;0;1;2;1;0;0;1;2;1;0
1;-0.1450986999550457;0.8560352335911146;1;0;0;1;0;0;0;0.5665694973652751;12.8;-0.3113121790486066;0.12161458918853636;0.774118642653232;0;2;0;2;1;1;2;2;6;8;0;0;0;1;2;1;0;0;1;0;1;0
1;1.8947078898200664;2.0333688865746766;1;0;0;1;0;0;0;0.4215559060807803;12.571428571428571;-0.3113121790486066;0.12161458918853636;0.774118642653232;0;2;0;1;1;1;2;2;0;7;1;0;0;1;2;1;0;0;1;2;1;0
1;-0.8250342298800831;0.2536784809018492;1;0;0;1;0;0;0;0.39189403513622456;12.516666666666666;-1.5110342518469009;0.9882155224541421;0.14570956592320122;1;2;0;2;1;1;2;2;6;8;1;0;0;1;2;1;1;0;1;2;1;1
1;0.5348368299699917;0.6643762668263478;0;0;0;1;0;0;0;0.5157205757460366;11.4;-0.8361905858978602;-1.4671537884650738;-1.3766335495354654;0;2;0;2;1;1;2;2;6;7;1;0;0;1;1;1;1;0;1;2;1;0
1;-0.4472922688106179;-0.37605812418238216;0;0;0;1;0;0;0;0.40837285232764453;14.0;-0.19883823472376694;-0.45611936632186734;0.8980302915859142;0;2;0;0;1;1;0;2;0;6;0;0;0;1;0;1;0;0;1;0;1;0
1;0.013552923694129249;0.2536784809018492;1;0;0;1;0;0;0;0.0919795622523838;11.0;-0.8361905858978602;-1.4671537884650738;-1.3766335495354654;1;2;0;0;1;1;2;2;0;6;0;0;0;1;1;0;0;0;1;1;0;0
1;-0.9761310143078692;-0.5950969433421149;1;0;0;1;0;0;0;0.052430400992976335;11.25;1.7132188187985138;-0.6727695996382688;-0.40304202220724833;0;2;0;0;1;1;2;2;6;7;1;0;0;1;2;1;0;0;1;2;0;1
1;0.30819165332831255;-0.34183330868867395;0;0;0;1;0;0;0;-2.0832243070150342;0.0;-0.3113121790486066;0.12161458918853636;0.774118642653232;1;2;0;1;1;1;0;2;3;8;0;0;0;0;0;0;0;0;0;0;0;0
1;-0.1450986999550457;0.04148462484085865;0;0;0;1;0;1;0;0.4479220135870523;14.2;-0.8361905858978602;-1.4671537884650738;-1.3766335495354654;0;2;0;0;1;1;2;2;6;8;0;0;0;1;0;1;0;0;1;0;1;0
1;-0.22064709216893877;-0.41028293967609036;1;0;0;1;0;0;0;0.7181746155263373;12.2;1.4507796153738872;1.132649011331743;-1.7926226566666124;0;2;0;2;1;1;2;2;0;7;0;0;0;1;1;1;0;0;1;1;1;0
1;-0.8250342298800831;-0.6977713898232396;1;0;0;1;0;0;0;0.3094999491791255;0.0;0.8509185789747404;-1.1060700662710716;0.35370411948877484;1;2;0;2;1;1;2;2;0;6;2;0;0;1;1;1;0;0;1;0;0;0
1;2.0458046742478526;2.238717779536926;1;0;0;1;0;0;0;0.7181746155263373;13.77777777777778;0.2885488573505402;-0.5283361107606678;0.7962457228197825;0;2;1;2;2;1;2;2;6;8;0;0;1;1;2;1;0;1;1;1;1;0
1;-0.1450986999550457;-0.32129841939244924;1;0;0;1;0;0;0;0.4874711748464598;13.666666666666666;0.2885488573505402;-0.5283361107606678;0.7962457228197825;0;2;0;5;1;1;2;1;4;2;1;0;0;1;2;1;0;0;1;2;1;0
1;-0.06955030774115267;0.048329587939599905;1;0;0;1;0;0;0;0.5798467157880757;15.011111111111113;0.2885488573505402;-0.5283361107606678;0.7962457228197825;0;2;0;2;1;1;2;2;2;8;2;0;0;1;2;1;0;0;1;2;1;0
1;0.3837400455422056;-0.16386426812139065;1;0;0;1;0;1;0;0.5344358038420064;13.742857142857144;0.8509185789747404;-1.1060700662710716;0.35370411948877484;1;2;0;2;1;1;2;2;4;3;1;0;0;1;2;1;0;0;1;2;1;0
1;-0.22064709216893877;-0.24600382530629056;1;0;0;1;0;0;0;0.3556406373151012;13.0;-1.5110342518469009;0.9882155224541421;0.14570956592320122;0;2;0;1;1;1;2;2;6;8;1;0;0;1;2;1;0;0;1;2;1;0
1;-0.522840661024511;-0.4924224968609903;1;0;0;1;0;0;0;0.36882369106823704;14.6;-1.0236471597725936;0.12161458918853636;1.5574172805491155;0;2;0;0;1;1;2;2;0;3;2;0;0;1;2;1;0;0;1;0;1;0
1;1.139223967681136;0.30159322259303994;1;0;0;1;0;0;0;0.6852169811434977;0.0;0.8509185789747404;-1.1060700662710716;0.35370411948877484;1;2;0;2;1;1;2;2;1;2;2;0;0;1;2;1;0;0;1;2;0;0
1;-0.22064709216893877;0.40426766907416456;0;0;0;1;0;0;0;0.22381009978374233;11.714285714285714;-1.5110342518469009;0.9882155224541421;0.14570956592320122;0;2;1;5;1;1;2;2;6;7;0;0;1;2;1;2;0;1;1;2;1;0
