Daytime_evening_attendance;Previous_qualification_grade;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;International;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_grade;Unemployment_rate;Inflation_rate;GDP;Status;Marital_status_grouped;Application_mode_grouped;Course_grouped;Previous_qualification_grouped;Nationality_grouped;Mothers_qualification_grouped;Fathers_qualification_grouped;Mothers_occupation_grouped;Fathers_occupation_grouped;Application_order_grouped;Age_at_enrollment_grouped;Curricular_units_1st_sem_credited_grouped;Curricular_units_1st_sem_enrolled_grouped;Curricular_units_1st_sem_evaluations_grouped;Curricular_units_1st_sem_approved_grouped;Curricular_units_1st_sem_without_evaluations_grouped;Curricular_units_2nd_sem_credited_grouped;Curricular_units_2nd_sem_enrolled_grouped;Curricular_units_2nd_sem_evaluations_grouped;Curricular_units_2nd_sem_approved_grouped;Curricular_units_2nd_sem_without_evaluations_grouped
1;142.0;125.5;1;0;0;1;0;0;0;12.857142857142858;12.857142857142858;12.7;3.7;-1.7;Graduate;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;professional_or_expert;professional_or_expert;3+;17-24;0;5-8;11+;5-8;0;0;5-8;11+;5-8;0
1;125.0;114.9;1;0;0;1;0;1;0;13.375;12.285714285714286;11.1;0.6;2.02;Graduate;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;126.0;123.9;0;0;0;1;0;0;0;13.296666666666669;14.114285714285714;11.1;0.6;2.02;Graduate;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;151.0;157.0;1;0;1;1;0;1;0;11.6;11.0;7.6;2.6;0.32;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;115.0;116.4;1;0;0;1;0;0;0;11.375;13.285714285714286;16.2;0.3;-0.92;Graduate;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;machine_opt_and_installer;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;138.0;131.0;1;0;0;1;0;0;0;12.666666666666666;13.0;9.4;-0.8;-3.12;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;5-8;1+;0;5-8;6-10;0-4;0
1;135.0;122.1;1;0;0;1;0;0;0;12.0;12.333333333333334;16.2;0.3;-0.92;Graduate;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;127.0;118.8;1;0;0;1;1;0;0;12.933333333333332;13.716666666666669;16.2;0.3;-0.92;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;armed_forces;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;150.0;150.0;0;0;0;1;1;0;0;11.857142857142858;10.571428571428571;16.2;0.3;-0.92;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;higher_edu_degree;higher_edu_degree;administration_or_office;professional_or_expert;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;5-8;0
1;125.0;130.0;1;0;0;1;1;0;0;12.833333333333334;13.4;8.9;1.4;3.51;Graduate;single;others;design_and_communication_course;school_edu;portuguese;others;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;1+;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;143.0;138.8;0;0;0;0;1;0;0;11.333333333333334;13.5;8.9;1.4;3.51;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
0;138.0;134.5;1;0;0;1;0;0;0;12.666666666666666;14.375;12.4;0.5;1.79;Graduate;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
0;130.0;131.4;0;0;0;1;1;0;0;12.4;13.428571428571429;13.9;-0.3;0.79;Graduate;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;unskilled_worker;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;130.0;102.5;0;0;1;0;1;0;0;0.0;10.0;8.9;1.4;3.51;Dropout;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;31+;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;133.1;128.8;1;0;0;1;1;0;0;0.0;0.0;7.6;2.6;0.32;Dropout;single;others;nature_and_engineering_course;school_edu;portuguese;others;school_edu_degree;others;others;0-1;31+;0;5-8;0-5;0-4;0;0;5-8;0-5;0-4;0
1;140.0;122.9;0;0;0;1;0;0;0;10.0;12.0;16.2;0.3;-0.92;Dropout;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;31+;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;1+
0;120.0;113.9;1;0;0;1;0;0;0;11.0;11.6;7.6;2.6;0.32;Graduate;others;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;0-5;5-8;0
1;120.0;120.0;0;0;1;0;0;0;1;11.666666666666666;12.0;12.4;0.5;1.79;Dropout;single;others;nature_and_engineering_course;vocational_professional;others;higher_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;17-24;1+;5-8;11+;0-4;0;1+;5-8;11+;0-4;0
1;126.0;121.1;0;0;1;1;0;0;0;12.75;0.0;12.7;3.7;-1.7;Dropout;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;0-5;0-4;0
1;133.0;120.4;1;0;0;1;0;0;0;14.8;15.8;8.9;1.4;3.51;Graduate;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;skilled_worker;2-3;17-24;0;5-8;0-5;5-8;0;0;5-8;0-5;5-8;0
1;103.0;100.6;1;1;0;1;0;0;0;13.928;14.342857142857142;11.1;0.6;2.02;Graduate;single;general;health_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;120.0;121.4;0;0;0;0;0;0;0;13.0;13.8;12.4;0.5;1.79;Dropout;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;5-8;0
0;133.1;109.7;0;0;0;1;0;0;0;0.0;0.0;16.2;0.3;-0.92;Dropout;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;25-30;0;5-8;0-5;0-4;0;0;5-8;0-5;0-4;0
0;154.0;134.1;0;0;0;1;0;0;0;11.5;14.333333333333334;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;1+
1;130.0;127.6;1;0;0;1;0;0;0;11.666666666666666;13.2;11.1;0.6;2.02;Graduate;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;132.0;132.4;1;0;0;1;0;1;0;13.516666666666666;13.771428571428572;11.1;0.6;2.02;Graduate;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
0;130.0;133.4;0;0;0;1;0;1;0;11.5;13.285714285714286;12.4;0.5;1.79;Graduate;single;others;social_services_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;1+;5-8;6-10;5-8;0;1+;5-8;6-10;5-8;0
1;139.0;126.1;0;0;0;1;0;1;0;12.333333333333334;12.833333333333334;12.7;3.7;-1.7;Graduate;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;130.0;113.5;0;0;0;1;0;1;0;13.666666666666666;14.166666666666666;12.4;0.5;1.79;Graduate;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;139.0;121.3;1;0;0;1;0;1;0;11.833333333333334;11.833333333333334;9.4;-0.8;-3.12;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;127.0;121.8;1;0;0;1;0;1;0;14.0;11.0;9.4;-0.8;-3.12;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;167.0;159.3;0;0;0;1;0;0;0;14.714285714285714;15.8;7.6;2.6;0.32;Graduate;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;others;others;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;0-5;5-8;0
0;130.0;120.0;0;0;0;1;0;0;0;10.6;11.0;9.4;-0.8;-3.12;Dropout;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;25-30;0;5-8;11+;5-8;0;0;5-8;6-10;5-8;0
1;130.0;129.1;1;0;0;1;0;0;0;13.044444444444444;13.595;15.5;2.8;-4.06;Graduate;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;130.0;130.0;0;0;0;1;0;0;0;0.0;0.0;12.4;0.5;1.79;Dropout;married;others;business_and_management_course;higher_edu;portuguese;school_edu_degree;higher_edu_degree;administration_or_office;inter_tech_or_prof_personnel;0-1;31+;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;129.0;155.3;1;0;0;1;0;0;0;13.0;12.9;12.4;0.5;1.79;Dropout;single;others;nature_and_engineering_course;higher_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;25-30;0;5-8;6-10;5-8;0;1+;9+;11+;9+;0
1;141.0;139.8;1;0;0;1;0;0;0;14.935;14.935;9.4;-0.8;-3.12;Graduate;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;125.0;115.2;1;0;0;1;0;0;0;0.0;0.0;7.6;2.6;0.32;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;2-3;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;125.0;114.9;0;0;0;1;0;0;0;13.133333333333333;12.221428571428572;16.2;0.3;-0.92;Graduate;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;130.0;131.9;0;0;0;1;0;1;0;12.0;12.0;13.9;-0.3;0.79;Graduate;single;others;social_services_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;1+;5-8;6-10;5-8;0;1+;5-8;6-10;5-8;0
1;133.0;126.0;1;0;0;1;1;1;0;0.0;0.0;10.8;1.4;1.74;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;2-3;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;127.0;130.2;1;0;0;1;1;0;0;11.4;10.0;10.8;1.4;1.74;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;administration_or_office;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;116.0;120.9;0;0;0;1;1;0;0;0.0;0.0;12.7;3.7;-1.7;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;133.1;126.0;1;0;0;1;1;0;0;11.9;11.0;13.9;-0.3;0.79;Dropout;others;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;25-30;1+;5-8;6-10;5-8;0;1+;5-8;6-10;5-8;0
1;139.0;128.2;1;0;0;1;1;1;0;0.0;0.0;10.8;1.4;1.74;Graduate;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;inter_tech_or_prof_personnel;2-3;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;130.0;130.0;1;0;0;1;1;0;0;12.571428571428571;12.428571428571429;8.9;1.4;3.51;Graduate;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;125.0;120.1;0;0;1;1;1;0;0;11.2;10.75;16.2;0.3;-0.92;Dropout;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;1+
1;160.0;100.0;0;0;0;1;1;0;0;12.0;10.8;12.7;3.7;-1.7;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;armed_forces;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;148.0;134.0;0;0;0;1;1;0;0;0.0;0.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;0-5;0-4;0
1;150.0;130.8;0;0;0;1;1;0;0;11.975;13.75;13.9;-0.3;0.79;Graduate;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;others;administration_or_office;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;141.0;135.8;1;0;0;1;1;0;0;0.0;0.0;15.5;2.8;-4.06;Dropout;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;armed_forces;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;118.0;111.7;1;0;0;1;1;0;0;11.666666666666666;12.0;12.4;0.5;1.79;Dropout;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;3+;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;142.0;132.9;1;0;0;1;1;0;0;12.333333333333334;12.333333333333334;10.8;1.4;1.74;Graduate;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;120.0;115.5;1;0;1;1;1;0;0;10.333333333333334;10.857142857142858;10.8;1.4;1.74;Dropout;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;106.0;106.0;1;0;0;1;1;1;0;10.5;11.0;9.4;-0.8;-3.12;Dropout;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;121.0;120.3;1;0;1;1;1;1;0;13.666666666666666;13.333333333333334;8.9;1.4;3.51;Graduate;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;150.0;130.8;0;0;0;1;1;1;0;14.842857142857142;15.055555555555555;16.2;0.3;-0.92;Graduate;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
0;120.0;117.0;0;0;0;1;1;0;0;12.0;11.666666666666666;10.8;1.4;1.74;Graduate;married;others;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;114.0;110.2;1;0;0;1;1;0;0;12.2;12.2;10.8;1.4;1.74;Dropout;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
0;140.0;155.7;1;0;0;1;1;0;0;0.0;0.0;10.8;1.4;1.74;Dropout;single;others;business_and_management_course;higher_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;31+;0;0-4;0-5;0-4;1+;0;5-8;0-5;0-4;0
1;160.0;180.4;0;0;1;1;1;0;0;12.166666666666666;13.3;12.4;0.5;1.79;Dropout;single;others;nature_and_engineering_course;higher_edu;portuguese;higher_edu_degree;higher_edu_degree;administration_or_office;professional_or_expert;0-1;17-24;1+;9+;11+;5-8;0;1+;9+;11+;9+;0
1;120.0;125.5;0;0;0;1;1;0;0;12.0;11.333333333333334;12.7;3.7;-1.7;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
0;130.0;110.0;1;0;0;1;0;0;0;11.0;11.0;9.4;-0.8;-3.12;Graduate;married;others;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;160.0;161.0;1;0;0;1;0;1;0;13.08;13.08;10.8;1.4;1.74;Graduate;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;120.0;100.0;0;0;0;1;0;1;0;10.5;11.6;9.4;-0.8;-3.12;Graduate;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;25-30;0;5-8;6-10;0-4;0;0;5-8;6-10;5-8;0
1;124.0;117.6;1;0;0;1;1;0;0;10.666666666666666;11.2;7.6;2.6;0.32;Graduate;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;others;0-1;17-24;0;5-8;6-10;5-8;1+;0;5-8;6-10;5-8;0
1;143.0;128.7;1;0;0;1;1;0;0;14.0;13.8;11.1;0.6;2.02;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;0-5;5-8;0
